[0, 439431, 439580.7000000001, 439538.5799999995, 439762.50500000006, 440125.01000000007]
[0, 439376, 439726.30000000005, 439842.7799999999, 439674.62500000023, 439562.35829999985]
[0, 439432, 439770.50000000023, 439597.7299999997, 439566.97200000007, 439859.3927000001]
[0, 439519, 439535.2000000005, 439563.9300000003, 439938.2650000001, 439702.3072]
[0, 439367, 439702.90000000043, 439533.50999999983, 439725.1559999999, 440096.449]
[0, 439429, 439527.40000000026, 439832.6399999998, 439845.9909999998, 439642.3291000001]
[0, 439562, 439459.8000000001, 439781.93999999994, 439628.4880000001, 439779.42189999996]
[0, 439451, 439583.3000000001, 439506.46999999986, 439813.0360000002, 440050.75140000007]
[0, 439349, 439665.20000000007, 439836.01999999984, 439604.3210000005, 439876.52929999994]
[0, 439409, 439517.0000000004, 439658.57000000024, 439817.4299999998, 440053.6074999999]
[0, 439377, 439673.0, 439749.83, 439907.5070000001, 439530.94119999994]
[0, 439621, 439515.6999999998, 439548.7199999999, 439852.58200000005, 439590.9193]
[0, 439359, 439654.8000000002, 439773.48999999923, 439648.2609999999, 439919.3707999998]
[0, 439487, 439481.9000000003, 439606.1799999996, 439900.916, 439887.95370000013]
[0, 439597, 439483.20000000007, 439587.58999999985, 439696.59500000003, 439867.96099999995]
[0, 439511, 439501.39999999997, 439547.02999999956, 439958.03800000006, 439802.27070000005]
[0, 439404, 439693.7999999999, 439646.7399999996, 439663.6400000002, 439899.3781000001]
[0, 439471, 439498.7999999995, 439825.87999999966, 439687.80699999956, 439802.2707000001]
[0, 439571, 439472.8000000005, 439702.50999999983, 439876.74899999995, 439536.6533999997]
[0, 439406, 439736.70000000024, 439548.7199999999, 439555.98699999996, 440105.0173000006]
[0, 439424, 439611.89999999997, 439449.01000000036, 439922.8860000002, 440019.3343]
[0, 439291, 439662.6000000006, 439643.3599999999, 439837.2030000003, 440070.7441]
[0, 439496, 439536.4999999998, 439878.2699999997, 439632.88200000016, 439630.9047]
[0, 439481, 439553.40000000066, 439690.6799999998, 439639.4729999995, 439945.07570000004]
[0, 439460, 439569.0000000003, 439683.91999999987, 439931.67400000006, 439602.34369999997]
[0, 439579, 439484.4999999996, 439589.27999999985, 439545.002, 440110.72949999996]
[0, 439365, 439427.3000000006, 439825.87999999966, 439936.0680000001, 439939.36350000004]
[0, 439419, 439656.10000000027, 439754.90000000014, 439845.991, 439519.5168000002]
[0, 439560, 439613.20000000007, 439710.95999999985, 439619.69999999995, 439579.49490000017]
[0, 439485, 439474.09999999986, 439688.9899999999, 439986.5990000001, 439659.46569999977]
[0, 439465, 439675.6000000005, 439555.4799999997, 439690.0040000002, 439885.09760000015]
[0, 439406, 439712.0000000003, 439619.69999999955, 439856.97600000026, 439648.04129999987]
[0, 439328, 439618.4, 439824.1899999997, 439703.1860000002, 439930.79520000005]
[0, 439385, 439705.4999999998, 439535.1999999996, 439951.44700000004, 439742.2925999999]
[0, 439561, 439465.0000000004, 439851.22999999963, 439571.366, 439728.0121000001]
[0, 439329, 439644.40000000014, 439541.9600000002, 439916.29500000016, 440070.7441000001]
[0, 439410, 439615.80000000045, 439616.31999999966, 439982.20499999996, 439690.8828000001]
[0, 439410, 439593.7000000002, 439694.0599999997, 439905.3100000002, 439708.0194000003]
[0, 439438, 439504.00000000035, 439658.5700000002, 439966.82600000006, 439805.12679999997]
[0, 439475, 439648.30000000057, 439574.06999999954, 439683.41300000035, 439893.6658999997]
[0, 439435, 439769.20000000007, 439609.5599999996, 439751.51999999984, 439593.7753999999]
[0, 439560, 439606.7000000004, 439519.9899999995, 439681.2159999998, 439836.54390000016]
[0, 439444, 439697.7, 439508.16, 439821.8240000001, 439805.1268000002]
[0, 439412, 439738.0000000003, 439536.8899999997, 439566.972, 440090.7368000002]
[0, 439375, 439658.7, 439601.1099999996, 439925.083, 439796.55850000016]
[0, 439391, 439719.8000000001, 439861.3699999999, 439549.3960000003, 439665.17789999995]
[0, 439395, 439741.90000000026, 439727.86, 439580.15400000016, 439790.8463]
[0, 439428, 439762.70000000007, 439670.4000000002, 439602.12400000024, 439719.4438000003]
[0, 439471, 439418.2000000001, 439814.05, 439670.2310000001, 440022.19039999985]
[0, 439532, 439559.89999999985, 439775.17999999964, 439659.2459999999, 439616.6242000002]
[0, 439490, 439604.1000000003, 439812.3599999997, 439643.86699999997, 439596.63150000025]
[0, 439482, 439628.8000000003, 439563.93000000005, 439599.9270000001, 440042.18310000014]
[0, 439458, 439709.3999999998, 439508.1599999999, 439813.03600000014, 439750.86090000015]
