0, 439388, 439582.0000000003, 439721.09999999974, 439817.43000000017, 439865.1048999998
0, 439427, 439559.90000000014, 439719.41000000003, 439760.3080000001, 439879.38539999997
0, 439494, 439570.3000000003, 439705.88999999984, 439690.0040000005, 439779.42189999996
0, 439415, 439637.8999999999, 439653.49999999977, 439808.64200000005, 439790.8463000001
0, 439488, 439628.80000000016, 439619.69999999984, 439760.3080000001, 439722.2999000002
0, 439442, 439574.19999999984, 439694.0599999995, 439815.23300000024, 439776.5658
0, 439491, 439568.9999999999, 439663.6399999996, 439744.92900000024, 439790.8463000001
0, 439464, 439608.0, 439643.35999999964, 439718.5650000002, 439850.82439999987
0, 439473, 439600.20000000024, 439634.90999999957, 439738.3380000003, 439830.8317000001
0, 439423, 439645.69999999984, 439675.4700000001, 439755.91400000005, 439782.2780000002
0, 439466, 439582.0000000002, 439729.54999999964, 439714.17100000026, 439762.2853
0, 439482, 439572.89999999997, 439678.84999999974, 439771.2930000003, 439748.0047999999
0, 439415, 439613.2000000001, 439702.51, 439777.8840000002, 439802.2706999999
0, 439457, 439604.1000000003, 439619.69999999984, 439771.2930000003, 439850.8244000002
0, 439508, 439518.3, 439714.3399999995, 439690.0040000001, 439839.39999999997
0, 439452, 439627.49999999994, 439694.05999999976, 439696.59500000015, 439785.1341
0, 439469, 439591.1000000003, 439636.60000000003, 439791.06600000005, 439790.84629999974
0, 439488, 439550.79999999976, 439694.06, 439729.5500000003, 439807.9829
0, 439433, 439576.8000000001, 439773.48999999964, 439716.36800000013, 439790.8463
0, 439507, 439570.30000000045, 439641.6699999998, 439749.323, 439773.7096999999
0, 439436, 439605.4000000006, 439687.2999999994, 439795.45999999996, 439762.28529999993
0, 439425, 439626.2000000005, 439661.9500000002, 439749.3230000002, 439850.8244
0, 439439, 439582.00000000023, 439726.1699999998, 439793.2629999999, 439742.29260000016
0, 439462, 439574.20000000024, 439694.05999999976, 439725.1559999999, 439836.54390000016
0, 439381, 439647.0000000003, 439702.5100000002, 439769.0960000002, 439836.5438999999
0, 439444, 439604.1, 439618.00999999995, 439826.2179999998, 439819.40730000014
0, 439460, 439570.29999999993, 439665.3299999999, 439755.91400000034, 439859.39269999985
0, 439429, 439614.5000000003, 439650.11999999976, 439764.7019999998, 439865.1049000001
0, 439450, 439639.2000000006, 439660.2600000002, 439738.3380000002, 439767.99750000006
0, 439472, 439544.30000000005, 439675.47000000003, 439786.672, 439825.11950000026
0, 439392, 439606.7000000005, 439743.0699999996, 439742.7320000003, 439859.3926999999
0, 439447, 439596.30000000016, 439670.4000000002, 439784.47500000027, 439793.70239999995
0, 439481, 439579.4000000002, 439651.81000000006, 439782.2780000001, 439767.9975000001
0, 439459, 439601.4999999999, 439680.5399999999, 439749.3229999999, 439776.5658000003
0, 439453, 439546.90000000043, 439710.95999999985, 439775.68700000027, 439827.9756000003
0, 439471, 439567.7000000003, 439628.14999999985, 439797.65699999983, 439842.2560999999
0, 439502, 439531.30000000016, 439734.6199999999, 439722.9590000002, 439750.8608999998
